siteID,date,year,startTime.UTC,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG,mon.precip,mon.ADD
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.1,Simuliidae,SIMSP,19,0.093,204.30107526881721,5,cf,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,Nemoura,NEMSP7,5,0.25,20,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,Nemoura,NEMSP7,5,0.25,20,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,midges,STESP9,26,0.25,104,2,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,midges,THISP2,1,0.25,4,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Valvata,VALMER,1,0.25,4,8,scr,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,Valvata,VALMER,3,0.25,12,8,scr,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,midges,THIGRO,4,0.25,16,6,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Chloroperlidae,CHLSP,4,0.25,16,0,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.4,segmented_worms,LUMSP2,2,0.25,8,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.4,segmented_worms,LUMSP2,2,0.25,8,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,midges,STESP9,4,0.25,16,2,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,Collembola,COLSP1,1,0.25,4,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.4,midges,ORTEUO,5,0.25,20,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,segmented_worms,RHYSP7,4,0.25,16,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,midges,ORTSP1,7,0.25,28,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,midges,ORTSP1,7,0.25,28,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,midges,TANSP8,4,0.25,16,6,cf,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,midges,ORTEUO,2,0.25,8,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.3,midges,ORTEUO,4,0.093,43.01075268817204,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,Chloroperlidae,CHLSP,2,0.25,8,0,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.3,Nemoura,NEMSP7,4,0.093,43.01075268817204,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.3,Nemoura,NEMSP7,4,0.093,43.01075268817204,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.3,midges,EUKSP,2,0.093,21.50537634408602,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,midges,CRISP2,2,0.25,8,7,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,Ephemeroptera,EPHSP,1,0.25,4,NA,NA,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Nemoura,NEMSP7,7,0.25,28,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Nemoura,NEMSP7,7,0.25,28,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,midges,CORSP19,3,0.25,12,4,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,midges,CORSP19,9,0.25,36,4,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.4,midges,CORSP19,4,0.25,16,4,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,midges,SYNSP3,2,0.25,8,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,segmented_worms,RHYSP7,1,0.25,4,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,midges,LIMSP23,3,0.25,12,8,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.2,midges,STESP9,24,0.093,258.06451612903226,2,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Ostracoda,OSTSP,13,0.25,52,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Nemoura,NEMSP7,29,0.25,116,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Nemoura,NEMSP7,29,0.25,116,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.3,midges,ORTEUO,1,0.093,10.75268817204301,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.3,Sperchon,SPESP4,1,0.093,10.75268817204301,8,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,midges,PARSP34,1,0.25,4,6,cf,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,segmented_worms,LUMSP2,2,0.25,8,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,segmented_worms,LUMSP2,2,0.25,8,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,midges,SYNSP3,11,0.25,44,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,segmented_worms,LUMSP2,5,0.25,20,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,segmented_worms,LUMSP2,5,0.25,20,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,Nemoura,NEMSP7,55,0.25,220,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,Nemoura,NEMSP7,55,0.25,220,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,Nemoura,NEMSP7,2,0.25,8,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,Nemoura,NEMSP7,2,0.25,8,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.1,midges,ORTSP1,1,0.093,10.75268817204301,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.1,midges,ORTSP1,1,0.093,10.75268817204301,6,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,midges,CLASP6,44,0.25,176,5,cf,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Clinocera,CLISP2,3,0.25,12,6,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Clinocera,CLISP2,3,0.25,12,6,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.3,Clinocera,CLISP2,1,0.093,10.75268817204301,6,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.3,Clinocera,CLISP2,1,0.093,10.75268817204301,6,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.3,Valvata,VALMER,2,0.093,21.50537634408602,8,scr,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,midges,CLASP6,13,0.25,52,5,cf,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,Valvata,VALMER,1,0.25,4,8,scr,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Rhyacophila,RHYSP3,1,0.25,4,1,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,Nemoura,NEMSP7,10,0.25,40,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,Nemoura,NEMSP7,10,0.25,40,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,Neoplasta,NEOSP30,1,0.25,4,6,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.2,Clinocera,CLISP2,1,0.093,10.75268817204301,6,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.2,Clinocera,CLISP2,1,0.093,10.75268817204301,6,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,segmented_worms,LUMSP2,1,0.25,4,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,midges,TANSP11,2,0.25,8,6,cf,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.4,midges,KRESP1,7,0.25,28,1,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.4,midges,PARSP25,1,0.25,4,4,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,Nemoura,NEMSP7,1,0.25,4,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,Nemoura,NEMSP7,1,0.25,4,1,sh,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.2,midges,KRESP1,16,0.093,172.04301075268816,1,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,midges,CLASP6,4,0.25,16,5,cf,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.4,Nematoda,NEMSP,5,0.25,20,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.2,Nematoda,NEMSP,2,0.25,8,5,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,riffle,surber,OKSR.20190529.SURBER.2,midges,KRESP1,4,0.093,43.01075268817204,1,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.5,Valvata,VALMER,4,0.25,16,8,scr,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,segmented_worms,OLISP,1,0.25,4,7,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.1,segmented_worms,OLISP,1,0.25,4,7,cg,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,Lebertia,LEBSP1,12,0.25,48,8,prd,44.48,NA
OKSR,2019-05-29,2019,20:45:00,run,modifiedKicknet,OKSR.20190529.KICKNET.3,midges,SYNSP3,3,0.25,12,6,cg,44.48,NA
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.3,Sperchon,SPESP4,1,0.093,10.75268817204301,8,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.3,Helodon,HELSP20,38,0.25,152,2,cf,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.5,Capniidae,CAPSP2,1,0.25,4,3,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.3,Baetis,BAESP2,5,0.25,20,4,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,Heptageniidae,HEPSP,11,0.093,118.27956989247312,3,scr,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.2,midges,CRISP6,4,0.25,16,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.3,midges,CORSP19,1,0.25,4,4,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.5,Valvata,VALMER,1,0.25,4,8,scr,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.4,Oribatida,ORISP1,18,0.25,72,6,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,midges,CRISP6,11,0.25,44,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,segmented_worms,LUMSP2,6,0.093,64.51612903225806,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,segmented_worms,LUMSP2,6,0.093,64.51612903225806,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,Tipulidae,TIPSP,14,0.25,56,4,NA,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.2,Sperchon,SPESP4,2,0.25,8,8,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.4,Nemoura,NEMSP7,2,0.25,8,1,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.4,Nemoura,NEMSP7,2,0.25,8,1,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.3,midges,TVESP,4,0.25,16,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.2,midges,TVESP,5,0.25,20,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.2,midges,STESP9,8,0.25,32,2,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,Acari,ACASP1,1,0.093,10.75268817204301,6,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.5,Tipulidae,TIPSP,1,0.25,4,4,NA,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,midges,KRESP1,11,0.093,118.27956989247312,1,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,Acentrella,ACELAP,8,0.093,86.02150537634408,4,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.5,Nemoura,NEMSP7,3,0.25,12,1,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.5,Nemoura,NEMSP7,3,0.25,12,1,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,Trichoptera,TRISP,1,0.093,10.75268817204301,4,cf,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.2,midges,ORTSP3,1,0.25,4,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.4,midges,THISP2,1,0.25,4,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,midges,LIMSP23,1,0.093,10.75268817204301,8,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.4,midges,CLASP6,1,0.25,4,5,cf,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,Lebertia,LEBSP1,2,0.093,21.50537634408602,8,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,midges,TANSP11,1,0.093,10.75268817204301,6,cf,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,midges,NEOSP32,5,0.25,20,6,cf,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,Neoplasta,NEOSP30,1,0.093,10.75268817204301,6,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,midges,CRISP2,2,0.25,8,7,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,segmented_worms,ENCSP1,1,0.093,10.75268817204301,10,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,segmented_worms,ENCSP1,1,0.093,10.75268817204301,10,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,midges,STESP9,1,0.093,10.75268817204301,2,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,midges,CRISP6,1,0.093,10.75268817204301,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,midges,STESP9,11,0.25,44,2,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,Nemoura,NEMSP7,7,0.093,75.26881720430107,1,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,Nemoura,NEMSP7,7,0.093,75.26881720430107,1,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.2,midges,CORSP19,2,0.25,8,4,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.3,Acari,ACASP1,1,0.25,4,6,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,Oribatida,ORISP1,1,0.093,10.75268817204301,6,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,midges,CRISP2,2,0.25,8,7,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,Neoplasta,NEOSP30,4,0.25,16,6,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,Brachycentrus,BRAAME,1,0.093,10.75268817204301,1,cf,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.5,Baetis,BAESP2,1,0.25,4,4,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,Oribatida,ORISP1,4,0.25,16,6,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.3,Chloroperlidae,CHLSP,14,0.25,56,0,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,midges,ORTEUO,1,0.093,10.75268817204301,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,Sperchon,SPESP4,5,0.25,20,8,prd,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,midges,ORTEUO,7,0.25,28,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,Ostracoda,OSTSP,1,0.093,10.75268817204301,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.4,midges,CORSP19,1,0.25,4,4,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,Nemoura,NEMSP7,3,0.093,32.25806451612903,1,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,Nemoura,NEMSP7,3,0.093,32.25806451612903,1,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,segmented_worms,LUMSP2,1,0.093,10.75268817204301,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,segmented_worms,LUMSP2,1,0.093,10.75268817204301,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.3,Capniidae,CAPSP2,8,0.25,32,3,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.4,Cinygmula,CINSP1,1,0.25,4,2,scr,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.3,Nemouridae,NEMSP5,1,0.093,10.75268817204301,2,sh,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.3,midges,ALLSP14,2,0.093,21.50537634408602,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.4,midges,PARSP26,1,0.25,4,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,midges,STESP9,1,0.093,10.75268817204301,2,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,Tipulidae,TIPSP,4,0.25,16,4,NA,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,midges,CRISP6,2,0.25,8,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.2,Tipulidae,TIPSP,1,0.25,4,4,NA,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,Nematoda,NEMSP,10,0.093,107.52688172043011,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,midges,TANSP11,2,0.25,8,6,cf,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,midges,PARSP26,1,0.093,10.75268817204301,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.2,midges,STESP9,13,0.093,139.78494623655914,2,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.2,Ostracoda,OSTSP,6,0.25,24,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,midges,TANSP8,2,0.25,8,6,cf,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.3,midges,CRISP6,3,0.093,32.25806451612903,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,segmented_worms,LUMSP2,5,0.093,53.763440860215056,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,segmented_worms,LUMSP2,5,0.093,53.763440860215056,5,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,riffle,surber,OKSR.20190711.SURBER.1,Ostracoda,OSTSP,1,0.093,10.75268817204301,6,cg,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.2,Helodon,HELSP20,1,0.25,4,2,cf,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.5,midges,NEOSP32,8,0.25,32,6,cf,58.63,320.76703715223874
OKSR,2019-07-11,2019,18:04:00,run,modifiedKicknet,OKSR.20190711.KICKNET.1,midges,TANSP11,2,0.25,8,6,cf,58.63,320.76703715223874
