siteID,date,year,startTime.UTC,season,sampleTime,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,Glossosoma,GLOSP3,18,0.093,193.5483870967742,0,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,Glossosoma,GLOSP3,5,0.093,53.763440860215056,0,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,Rhyacophila,RHYHYA,3,0.093,32.25806451612903,1,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,segmented_worms,ENCSP1,12,0.093,129.03225806451613,10,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,midges,CORSP19,6,0.093,64.51612903225806,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Ameletus,AMESP2,18,0.093,193.5483870967742,0,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.5,midges,ZAVSP,1,0.093,10.75268817204301,8,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,segmented_worms,ENCSP1,25,0.093,268.81720430107526,10,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,Heterlimnius,HETCOR,6,0.093,64.51612903225806,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,midges,PARSP25,3,0.093,32.25806451612903,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,segmented_worms,ENCSP1,5,0.093,53.763440860215056,10,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,midges,SYNSP3,3,0.093,32.25806451612903,6,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,Leptophlebiidae,LEPSP4,3,0.093,32.25806451612903,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,Cinygmula,CINSP1,9,0.093,96.7741935483871,2,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,Baetis,BAESP2,21,0.093,225.80645161290323,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Diphetor,DIPHAG,3,0.093,32.25806451612903,6,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Calineuria,CALCAL,3,0.093,32.25806451612903,2,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Sweltsa,SWESP,6,0.093,64.51612903225806,0,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Soliperla,SOLSP6,5,0.093,53.763440860215056,1,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,Testudacarus,TESSP1,3,0.093,32.25806451612903,5,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Plecoptera,PLESP,18,0.093,193.5483870967742,2,NA
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,midges,MICSP6,28,0.093,301.0752688172043,7,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,midges,MICSP6,18,0.093,193.5483870967742,7,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,Ceratopogoninae,CERSP10,3,0.093,32.25806451612903,6,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Limnephilidae,LIMSP5,6,0.093,64.51612903225806,4,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.2,midges,EUKSP,14,0.093,150.53763440860214,5,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.2,Leptophlebiidae,LEPSP4,2,0.093,21.50537634408602,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.2,midges,PARSP26,3,0.093,32.25806451612903,5,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Hexatoma,HEXSP3,5,0.093,53.763440860215056,2,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Zapada,ZAPSP,37,0.093,397.8494623655914,2,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,midges,LARSP,7,0.093,75.26881720430107,6,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,midges,TANSP8,3,0.093,32.25806451612903,6,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,Capniidae,CAPSP2,10,0.093,107.52688172043011,3,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,Hexatoma,HEXSP3,3,0.093,32.25806451612903,2,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.2,Aturidae,ATUSP,8,0.093,86.02150537634408,5,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,midges,MICSP6,41,0.093,440.86021505376345,7,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,Heptageniidae,HEPSP,3,0.093,32.25806451612903,3,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Leptophlebiidae,LEPSP4,9,0.093,96.7741935483871,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.2,midges,STESP10,3,0.093,32.25806451612903,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,Polycentropodidae,POLSP5,2,0.093,21.50537634408602,6,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Heterlimnius,HETCOR,3,0.093,32.25806451612903,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Trichoptera,TRISP,12,0.093,129.03225806451613,4,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,Calineuria,CALCAL,2,0.093,21.50537634408602,2,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Cinygmula,CINSP1,27,0.093,290.3225806451613,2,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.2,midges,TVEBAV,2,0.093,21.50537634408602,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,midges,EUKCOE,7,0.093,75.26881720430107,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,Lepidostoma,LEPSP20,3,0.093,32.25806451612903,1,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Sweltsa,SWESP,14,0.093,150.53763440860214,0,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,midges,CORSP19,7,0.093,75.26881720430107,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.5,midges,TANSP11,1,0.093,10.75268817204301,6,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.2,Forcipomyiinae,FORSP3,2,0.093,21.50537634408602,6,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Chloroperlidae,CHLSP,12,0.093,129.03225806451613,0,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Calineuria,CALCAL,5,0.093,53.763440860215056,2,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Hexatoma,HEXSP3,3,0.093,32.25806451612903,2,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Chloroperlidae,CHLSP,5,0.093,53.763440860215056,0,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,Sweltsa,SWESP,5,0.093,53.763440860215056,0,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,midges,BRISP,8,0.093,86.02150537634408,6,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,midges,MICSP6,9,0.093,96.7741935483871,7,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,midges,ORTSP1,2,0.093,21.50537634408602,6,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,Zapada,ZAPSP,28,0.093,301.0752688172043,2,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,midges,TANSP11,7,0.093,75.26881720430107,6,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,Leptophlebiidae,LEPSP4,14,0.093,150.53763440860214,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,Neoleptophlebia,NEOSP69,5,0.093,53.763440860215056,1,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,Neoleptophlebia,NEOSP69,5,0.093,53.763440860215056,1,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Ameletus,AMESP2,12,0.093,129.03225806451613,0,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,midges,STESP10,67,0.093,720.4301075268817,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,Plecoptera,PLESP,9,0.093,96.7741935483871,2,NA
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.5,Ephemerellidae,EPHSP1,1,0.093,10.75268817204301,2,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,Chloroperlidae,CHLSP,21,0.093,225.80645161290323,0,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Glossosomatidae,GLOSP1,18,0.093,193.5483870967742,0,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,midges,PARSP26,14,0.093,150.53763440860214,5,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.5,Leptophlebiidae,LEPSP4,2,0.093,21.50537634408602,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,Torrenticola,TORSP6,13,0.093,139.78494623655914,5,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Leptophlebiidae,LEPSP4,12,0.093,129.03225806451613,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,segmented_worms,ENCSP1,91,0.093,978.494623655914,10,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,Dolophilodes,DOLSP2,3,0.093,32.25806451612903,0,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Nematoda,NEMSP,14,0.093,150.53763440860214,5,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,Palaeagapetus,PALSP8,3,0.093,32.25806451612903,4,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,Zapada,ZAPSP,9,0.093,96.7741935483871,2,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,Brachycentridae,BRASP5,3,0.093,32.25806451612903,2,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,midges,MICSP6,58,0.093,623.6559139784946,7,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,midges,BRISP,7,0.093,75.26881720430107,6,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,Leptophlebiidae,LEPSP4,2,0.093,21.50537634408602,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Glossosomatidae,GLOSP1,3,0.093,32.25806451612903,0,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.5,Zapada,ZAPSP,2,0.093,21.50537634408602,2,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.2,Perlidae,PERSP1,5,0.093,53.763440860215056,3,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,midges,PARSP27,3,0.093,32.25806451612903,4,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Capniidae,CAPSP2,3,0.093,32.25806451612903,3,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,Trichoptera,TRISP,7,0.093,75.26881720430107,4,cf
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Leuctridae,LEUSP2,3,0.093,32.25806451612903,0,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,midges,LARSP,37,0.093,397.8494623655914,6,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.7,midges,PARSP26,9,0.093,96.7741935483871,5,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.2,Taeniopterygidae,TAESP,2,0.093,21.50537634408602,2,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,segmented_worms,ENCSP1,8,0.093,86.02150537634408,10,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.4,Despaxia,DESAUG,14,0.093,150.53763440860214,0,sh
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.3,Drunella,DRUSP,3,0.093,32.25806451612903,0,scr
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,stepPool,surber,MCRA.20180723.SURBER.8,Doroneuria,DORSP2,16,0.093,172.04301075268816,1,prd
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.1,midges,BRISP,12,0.093,129.03225806451613,6,cg
MCRA,2018-07-23,2018,18:16:00,Summer,Summer 2018,pool,surber,MCRA.20180723.SURBER.6,Heptageniidae,HEPSP,5,0.093,53.763440860215056,3,scr
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.4,midges,TANSP8,32,0.093,344.0860215053763,6,cf
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.2,Ephemerella,EPHSP4,150,0.093,1612.9032258064517,1,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.6,segmented_worms,ENCSP1,14,0.093,150.53763440860214,10,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,midges,CHISP6,3,0.093,32.25806451612903,6,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.3,Ephemerella,EPHSP4,1,0.093,10.75268817204301,1,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.5,Leuctridae,LEUSP2,4,0.093,43.01075268817204,0,sh
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.3,segmented_worms,ENCSP1,11,0.093,118.27956989247312,10,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.6,midges,SYNSP3,14,0.093,150.53763440860214,6,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.6,Diphetor,DIPHAG,3,0.093,32.25806451612903,6,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.5,segmented_worms,ENCSP1,12,0.093,129.03225806451613,10,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.6,midges,STESP10,126,0.093,1354.8387096774193,4,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.2,Ameletus,AMESP2,50,0.093,537.6344086021505,0,scr
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.4,Acari,ACASP1,16,0.093,172.04301075268816,6,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.1,midges,MICSP6,222,0.093,2387.0967741935483,7,cf
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.3,Skwala,SKWSP,4,0.093,43.01075268817204,2,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.6,Drunella,DRUDOD,3,0.093,32.25806451612903,0,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.7,Chloroperlidae,CHLSP,40,0.093,430.10752688172045,0,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,Anagapetus,ANASP2,2,0.093,21.50537634408602,0,scr
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.4,midges,LARSP,48,0.093,516.1290322580645,6,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,midges,MICSP6,15,0.093,161.29032258064515,7,cf
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.7,midges,CHISP6,80,0.093,860.2150537634409,6,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,Collembola,COLSP1,2,0.093,21.50537634408602,5,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.7,Leuctridae,LEUSP2,20,0.093,215.05376344086022,0,sh
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.7,segmented_worms,ENCSP1,20,0.093,215.05376344086022,10,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,Cinygmula,CINSP1,2,0.093,21.50537634408602,2,scr
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.6,Torrenticolidae,TORSP1,7,0.093,75.26881720430107,5,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.3,Lepidostoma,LEPSP20,8,0.093,86.02150537634408,1,sh
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,Polycentropodidae,POLSP5,47,0.093,505.3763440860215,6,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.6,midges,EUKSP,7,0.093,75.26881720430107,5,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,Nematoda,NEMSP,8,0.093,86.02150537634408,5,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.1,segmented_worms,ENCSP1,51,0.093,548.3870967741935,10,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.5,Leptophlebiidae,LEPSP4,4,0.093,43.01075268817204,4,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.3,midges,STESP10,49,0.093,526.8817204301075,4,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.1,midges,CORSP19,51,0.093,548.3870967741935,4,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.3,Eucapnopsis,EUCBRE,1,0.093,10.75268817204301,1,sh
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,Capniidae,CAPSP2,3,0.093,32.25806451612903,3,sh
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.5,Anagapetus,ANASP2,8,0.093,86.02150537634408,0,scr
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.1,Aturus,ATUSP1,68,0.093,731.1827956989248,5,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.1,midges,CRISP6,17,0.093,182.7956989247312,6,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,Leptophlebiidae,LEPSP4,2,0.093,21.50537634408602,4,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.2,Capniidae,CAPSP2,50,0.093,537.6344086021505,3,sh
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.5,midges,CORSP19,4,0.093,43.01075268817204,4,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.4,Pericoma/Telmatoscopus,PERSP19,16,0.093,172.04301075268816,4,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.5,Drunella,DRUSPI,8,0.093,86.02150537634408,0,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.2,midges,SYNSP3,400,0.093,4301.075268817204,6,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.4,Heteroplectron,HETCAL,16,0.093,172.04301075268816,1,sh
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.5,Polycelis,POLSP17,4,0.093,43.01075268817204,1,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,Leuctridae,LEUSP2,2,0.093,21.50537634408602,0,sh
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.7,Cinygmula,CINSP1,40,0.093,430.10752688172045,2,scr
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.3,midges,PENSP6,7,0.093,75.26881720430107,6,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.8,Optioservus,OPTSP,3,0.093,32.25806451612903,4,scr
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.2,midges,PENSP6,200,0.093,2150.537634408602,6,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.1,midges,MICSP6,17,0.093,182.7956989247312,7,cf
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.4,Plecoptera,PLESP,16,0.093,172.04301075268816,2,NA
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.5,Cinygmula,CINSP1,4,0.093,43.01075268817204,2,scr
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.6,Perlodidae,PERSP2,3,0.093,32.25806451612903,2,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.6,Plecoptera,PLESP,7,0.093,75.26881720430107,2,NA
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.4,midges,PENSP6,112,0.093,1204.3010752688172,6,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.1,Leptophlebiidae,LEPSP4,51,0.093,548.3870967741935,4,cg
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,pool,surber,MCRA.20180924.SURBER.2,Ceratopogoninae,CERSP10,50,0.093,537.6344086021505,6,prd
MCRA,2018-09-24,2018,21:56:00,Fall,Fall 2018,stepPool,surber,MCRA.20180924.SURBER.6,Chloroperlidae,CHLSP,3,0.093,32.25806451612903,0,prd
